Product Category,Product Name,Product Price,Sold Units,Order Date,Region,City,State,Country,Discount,Customer Rating,Ship Date,Revenue,Sales,Profit
Home & Kitchen,Coffee Maker,49.04,18,04/12/2024,Australia,Lake Michaela,Indiana,Wallis and Futuna,5.32,5,06/12/2024,882.72,835.76,306.13
Apparel,Sweater,233.9,12,17/10/2024,North America,North Caseymouth,Tennessee,Yemen,6.21,4,17/10/2024,2806.8,2632.5,948.42
Electronics,Laptop,134.58,1,25/05/2024,Australia,Josephville,California,Israel,13.96,1,25/05/2024,134.58,115.79,35.04
Electronics,Smartwatch,426.66,16,15/01/2024,South America,Munozfurt,Hawaii,Nigeria,42.68,2,15/01/2024,6826.56,3912.98,-182.95
Books,Self-Help Guide,29.64,6,13/02/2023,South America,South Alyssamouth,Florida,Macedonia,39.53,3,15/02/2023,177.84,107.54,0.84
Beauty,Shampoo,310.91,12,07/04/2023,Australia,South Austin,Wisconsin,Sao Tome and Principe,49.39,5,07/04/2023,3730.92,1888.22,-350.33
Electronics,Tablet,302.19,4,25/02/2024,Australia,Hannahmouth,Idaho,Slovenia,17.8,2,27/02/2024,1208.76,993.6,268.34
Apparel,Jeans,78.88,16,08/05/2023,Asia,South Angela,Alaska,Estonia,36.89,2,08/05/2023,1262.08,796.5,39.25
Apparel,T-Shirt,479.23,18,20/05/2023,Asia,West Charles,Kentucky,India,27.64,4,20/05/2023,8626.14,6241.87,1066.19
Electronics,Laptop,89.21,13,20/02/2024,Asia,Moniquehaven,Hawaii,Gibraltar,26.73,4,20/02/2024,1159.73,849.73,153.9
Electronics,Laptop,285.79,7,26/01/2024,Europe,Jimmyborough,Utah,Samoa,5.1,5,28/01/2024,2000.53,1898.5,698.18
Beauty,Perfume,11.99,16,05/10/2023,Australia,Kevinfurt,Washington,Uzbekistan,47.02,5,05/10/2023,191.84,101.64,-13.47
Electronics,Laptop,265.29,13,15/11/2023,North America,Lake Andrew,North Dakota,Myanmar,48.4,2,15/11/2023,3448.77,1779.57,-289.7
Books,Children's Book,387.81,15,17/09/2023,South America,North Elizabeth,Virginia,Qatar,21.63,5,17/09/2023,5817.15,4558.9,1068.61
Beauty,Nail Polish,464.5,8,19/06/2023,North America,Johnsonmouth,Vermont,Haiti,24.63,4,19/06/2023,3716,2800.75,571.15
Electronics,Tablet,414.49,4,27/02/2023,Europe,New Christina,South Carolina,Argentina,31.59,2,27/02/2023,1657.96,1134.21,139.43
Apparel,Jeans,249.6,13,05/01/2023,South America,Chandlerport,Rhode Island,China,34.24,4,06/01/2023,3244.8,2133.78,186.9
Electronics,Smartphone,116.12,5,08/09/2024,Asia,West Matthewmouth,Maryland,Falkland Islands (Malvinas),47.88,5,11/09/2024,580.6,302.61,-45.75
Books,Biography,105.56,11,27/05/2024,Europe,Walkerbury,New Jersey,Sweden,35.33,2,28/05/2024,1161.16,750.92,54.23
Books,Children's Book,473.3,5,20/12/2023,Europe,Stephensonmouth,Washington,Norfolk Island,20.32,2,20/12/2023,2366.5,1885.63,465.73
Apparel,T-Shirt,407.64,13,12/06/2023,Australia,Hamiltonfurt,North Carolina,Latvia,12.16,2,12/06/2023,5299.32,4654.92,1475.33
Beauty,Face Cream,136.77,11,14/08/2023,Europe,Larsenburgh,North Carolina,Qatar,49.66,5,14/08/2023,1504.47,757.35,-145.33
Apparel,Sweater,374.49,10,23/12/2023,Australia,Rodriguezburgh,Kentucky,Solomon Islands,10.01,1,27/12/2023,3744.9,3370.04,1123.1
Electronics,Smartphone,194.13,14,17/06/2023,Europe,Port Ashleyhaven,Louisiana,Greenland,4.71,1,17/06/2023,2717.82,2589.81,959.12
Apparel,Jeans,218.5,20,14/12/2023,Australia,Ambershire,Maine,Somalia,29.82,3,14/12/2023,4370,3066.87,444.87
Beauty,Perfume,107.27,13,27/04/2024,Europe,Port Colleen,Mississippi,Sao Tome and Principe,49.05,2,28/04/2024,1394.51,710.5,-126.2
Home & Kitchen,Blender,111.71,18,08/06/2024,Europe,Aaronberg,New York,Congo,18.33,4,09/06/2024,2010.78,1642.2,435.74
Apparel,Jacket,412.92,3,30/08/2023,North America,Walkerview,Nebraska,Hong Kong,17.62,3,02/09/2023,1238.76,1020.49,277.23
Beauty,Shampoo,364.72,12,11/03/2023,Europe,Hernandezborough,Montana,Cameroon,40.9,4,13/03/2023,4376.64,2586.59,-39.39
Home & Kitchen,Coffee Maker,98.73,16,28/02/2023,Europe,North Darlenemouth,North Carolina,Montenegro,37.24,3,05/03/2023,1579.68,991.41,43.6
Beauty,Shampoo,94.28,19,25/01/2024,Europe,East Robert,Georgia,Lebanon,37.66,5,27/01/2024,1791.32,1116.71,41.92
Beauty,Shampoo,397.27,1,08/06/2024,Australia,West Janice,Michigan,Vietnam,5.17,3,09/06/2024,397.27,376.73,138.37
Home & Kitchen,Vacuum Cleaner,19.24,8,15/06/2024,North America,Grimesmouth,Virginia,Mauritania,29.83,4,17/06/2024,153.92,108.01,15.65
Apparel,Sweater,488.18,20,17/10/2023,North America,Port Barry,New Mexico,Palau,30.44,4,20/10/2023,9763.6,6791.56,933.4
Home & Kitchen,Vacuum Cleaner,121.57,6,08/09/2023,North America,Lake Teresa,New Jersey,Belize,10.9,3,11/09/2023,729.42,649.91,212.26
Apparel,T-Shirt,228.23,8,30/12/2024,Australia,Port Michael,Massachusetts,Armenia,45.69,5,30/12/2024,1825.84,991.61,-103.89
Beauty,Shampoo,127.92,12,27/10/2023,Asia,Moraleschester,Delaware,Turkey,25.36,4,27/10/2023,1535.04,1145.75,224.73
Apparel,Jacket,293.54,12,26/01/2023,Australia,Monicaside,Wyoming,Albania,4.43,4,27/01/2023,3522.48,3366.43,1252.95
Books,Fiction Novel,325.38,11,17/03/2024,Australia,Port Andrew,Maryland,Macao,41.96,3,22/03/2024,3579.18,2077.36,-70.15
Home & Kitchen,Vacuum Cleaner,47.44,17,27/06/2024,South America,Lake Jerrymouth,North Dakota,Chile,10.56,1,01/07/2024,806.48,721.32,237.43
Home & Kitchen,Vacuum Cleaner,237.1,1,17/09/2024,North America,New Jasmine,Vermont,Denmark,42.65,4,18/09/2024,237.1,135.98,-6.28
Electronics,Smartwatch,436.36,20,25/06/2024,Australia,Leslieborough,Wyoming,United States of America,35.53,2,28/06/2024,8727.2,5626.43,390.11
Beauty,Face Cream,487.33,20,09/06/2024,North America,North Kellystad,Idaho,Nicaragua,32.41,4,14/06/2024,9746.6,6587.73,739.77
Beauty,Shampoo,201.79,13,06/12/2024,Australia,Jerryview,Michigan,Jamaica,44.35,1,10/12/2024,2623.27,1459.85,-114.11
Apparel,Jacket,110.05,3,11/06/2023,Europe,Alejandraville,Colorado,Cambodia,2.68,2,11/06/2023,330.15,321.3,123.21
Books,Cookbook,194.83,8,08/09/2024,North America,Angelabury,Hawaii,Falkland Islands (Malvinas),26.52,1,10/09/2024,1558.64,1145.29,210.1
Beauty,Nail Polish,214.53,5,28/08/2023,Asia,Sheaside,Massachusetts,Vanuatu,47.39,4,30/08/2023,1072.65,564.32,-79.27
Books,Children's Book,300.61,16,22/07/2024,Europe,West Edward,Idaho,Malaysia,34.88,2,25/07/2024,4809.76,3132.12,246.26
Electronics,Laptop,41.16,7,13/07/2024,South America,Penaview,New York,Comoros,5.69,1,15/07/2024,288.12,271.73,98.85
Home & Kitchen,Coffee Maker,280.71,2,29/02/2024,South America,Hernandezfurt,Louisiana,Switzerland,10.36,4,01/03/2024,561.42,503.26,166.4
Books,Fiction Novel,30.8,7,04/03/2024,Asia,Danielville,Minnesota,Italy,41.16,3,04/03/2024,215.6,126.86,-2.5
Beauty,Face Cream,465.88,10,25/11/2024,North America,East Michael,Alabama,Barbados,24.98,3,25/11/2024,4658.8,3495.03,699.75
Home & Kitchen,Vacuum Cleaner,238.11,14,25/08/2023,Asia,Catherinebury,Minnesota,Tajikistan,21.3,2,27/08/2023,3333.54,2623.5,623.37
Books,Biography,180.38,3,24/05/2023,Asia,Garyville,Utah,Guam,24.69,5,24/05/2023,541.14,407.53,82.85
Books,Biography,305.16,11,01/01/2023,South America,Port Mark,Florida,Korea,9.43,4,01/01/2023,3356.76,3040.22,1026.16
Apparel,Sweater,337.04,13,28/11/2024,Australia,Rossland,New Jersey,Niue,34.16,4,30/11/2024,4381.52,2884.79,255.88
Home & Kitchen,Vacuum Cleaner,402.11,6,18/07/2023,South America,Abbottfort,Maryland,Yemen,8.59,4,21/07/2023,2412.66,2205.41,757.82
Books,Cookbook,356.24,14,05/02/2024,South America,Crosbyhaven,Idaho,Indonesia,19.45,1,08/02/2024,4987.36,4017.32,1024.9
Apparel,Sweater,405.88,5,01/07/2024,Europe,Amandastad,Utah,Seychelles,40.12,1,01/07/2024,2029.4,1215.2,-2.44
Beauty,Lipstick,7.65,10,28/11/2023,North America,East Stephen,Mississippi,Azerbaijan,34.55,3,01/12/2023,76.5,50.07,4.17
Books,Biography,254.75,10,14/11/2023,Asia,South Amandashire,Tennessee,Estonia,21.08,3,18/11/2023,2547.5,2010.49,481.99
Apparel,Sweater,193.56,13,09/08/2023,Europe,South Elijah,North Dakota,Cape Verde,6.03,5,09/08/2023,2516.28,2364.55,854.78
Apparel,Sweater,488.87,16,24/08/2023,North America,Wagnerport,Florida,Mozambique,41.88,3,24/08/2023,7821.92,4546.1,-147.05
Home & Kitchen,Vacuum Cleaner,337.27,2,23/05/2023,Australia,West Anne,Wyoming,United States of America,3.84,1,23/05/2023,674.54,648.64,243.91
Apparel,Sweater,70.46,9,08/04/2023,South America,Lake Timothyshire,Iowa,Angola,30.7,5,11/04/2023,634.14,439.46,58.98
Books,Biography,446.65,14,27/07/2023,North America,Gonzalezfurt,Vermont,Zambia,26.34,1,29/07/2023,6253.1,4606.03,854.17
Electronics,Smartwatch,25.36,6,26/01/2023,Europe,East Troy,Minnesota,Slovakia (Slovak Republic),13.39,1,26/01/2023,152.16,131.79,40.49
Beauty,Lipstick,93.79,6,16/03/2023,South America,Sanfordbury,Idaho,Netherlands Antilles,1.83,3,21/03/2023,562.74,552.44,214.8
Books,Fiction Novel,89.08,13,03/05/2023,Europe,Carlyfurt,New Jersey,Mali,42.39,3,08/05/2023,1158.04,667.15,-27.68
Books,Children's Book,248.96,17,03/04/2023,Europe,Ashleyfurt,North Carolina,Cote d'Ivoire,15.52,1,03/04/2023,4232.32,3575.46,1036.07
Beauty,Shampoo,172.89,4,27/08/2023,North America,East Cheryl,Mississippi,Guinea,30.1,3,27/08/2023,691.56,483.4,68.46
Beauty,Perfume,236.7,15,20/06/2024,Europe,North Kristina,Maine,Holy See (Vatican City State),2.81,4,20/06/2024,3550.5,3450.73,1320.43
Apparel,T-Shirt,49.38,3,25/07/2023,Australia,East Shelby,Nebraska,Saint Helena,23.81,2,26/07/2023,148.14,112.87,23.98
Books,Children's Book,356.58,12,12/05/2023,South America,Arielburgh,Washington,United States Minor Outlying Islands,8.17,5,12/05/2023,4278.96,3929.37,1361.99
Apparel,Jacket,219.3,4,08/04/2024,South America,West Maryland,Wyoming,Sudan,17.86,1,09/04/2024,877.2,720.53,194.21
Home & Kitchen,Microwave,133.9,13,21/12/2023,North America,Leonardbury,Ohio,Morocco,14.79,3,23/12/2023,1740.7,1483.25,438.83
Apparel,Shoes,160.07,1,17/05/2023,North America,West Amyburgh,Idaho,United Arab Emirates,25.79,2,17/05/2023,160.07,118.79,22.75
Home & Kitchen,Vacuum Cleaner,489.37,6,06/03/2023,Asia,Kevinburgh,North Dakota,Venezuela,16.65,4,09/03/2023,2936.22,2447.34,685.61
Electronics,Headphones,252.11,11,01/06/2024,Europe,West Ashleybury,Virginia,Luxembourg,11.25,1,02/06/2024,2773.21,2461.22,797.3
Books,Biography,486.82,5,04/06/2024,Australia,New Ricardochester,Connecticut,Pitcairn Islands,34.74,1,05/06/2024,2434.1,1588.49,128.03
Home & Kitchen,Cookware Set,144.1,19,10/08/2024,Asia,Lake Heather,Ohio,Fiji,45.19,4,10/08/2024,2737.9,1500.64,-142.1
Electronics,Laptop,183.49,17,28/06/2023,Australia,Danielmouth,Hawaii,Denmark,41.02,5,30/06/2023,3119.33,1839.78,-31.82
Beauty,Face Cream,217.89,13,30/05/2023,North America,Lake Williamborough,Kansas,Belgium,11.72,4,03/06/2023,2832.57,2500.59,801.05
Apparel,Sweater,451.88,15,13/06/2024,North America,Port Kelly,South Carolina,Bahamas,29.89,1,15/06/2024,6778.2,4752.2,685.28
Electronics,Headphones,135.29,1,31/03/2024,Australia,Andrewhaven,Tennessee,Kiribati,29.3,1,02/04/2024,135.29,95.65,14.48
Home & Kitchen,Blender,415.65,16,09/07/2023,South America,South Joseside,Massachusetts,Tunisia,37.93,3,10/07/2023,6650.4,4127.9,137.66
Books,Biography,463.72,13,19/09/2023,North America,Marybury,Idaho,Ghana,6.18,4,24/09/2023,6028.36,5655.81,2038.79
Beauty,Nail Polish,260.9,14,12/06/2024,North America,Annburgh,New Mexico,Zambia,24.09,1,12/06/2024,3652.6,2772.69,581.13
Beauty,Nail Polish,220.71,2,27/07/2024,Australia,New Randallfurt,Pennsylvania,French Guiana,13.92,2,31/07/2024,441.42,379.97,115.12
Electronics,Tablet,86.67,10,04/04/2023,Australia,Juliefort,Oklahoma,Sweden,36.63,4,05/04/2023,866.7,549.23,29.21
Electronics,Tablet,369.75,14,27/03/2024,North America,Sethfort,Alaska,Guernsey,30.19,1,29/03/2024,5176.5,3613.71,507.81
Apparel,Sweater,248.18,9,22/09/2023,Europe,Hayleyfort,Maine,Mayotte,7.71,1,26/09/2023,2233.62,2061.41,721.24
Beauty,Nail Polish,475.28,4,03/11/2023,North America,Barbaraton,Arizona,Guam,45.54,5,04/11/2023,1901.12,1035.35,-105.32
Beauty,Perfume,280.06,20,15/03/2024,Australia,Lake Mckenzie,Alaska,Sweden,38.86,5,16/03/2024,5601.2,3424.57,63.85
Apparel,Shoes,461.81,15,25/04/2024,Europe,North Heidiport,Massachusetts,Denmark,44.6,2,25/04/2024,6927.15,3837.64,-318.65
Books,Children's Book,320.14,17,03/05/2024,Australia,North Samanthatown,North Carolina,French Polynesia,5.29,4,04/05/2024,5442.38,5154.48,1889.05
Apparel,Shoes,222.79,12,30/03/2024,North America,Port Christinabury,Texas,Moldova,40.44,1,05/04/2024,2673.48,1592.32,-11.76
Home & Kitchen,Vacuum Cleaner,98.52,16,12/03/2024,Asia,Lake Cindyton,Kansas,Cambodia,3.49,3,17/03/2024,1576.32,1521.31,575.51
Home & Kitchen,Microwave,32.01,11,02/02/2024,North America,Josestad,Oklahoma,Ecuador,30.01,3,06/02/2024,352.11,246.44,35.18
Electronics,Smartwatch,95.65,18,07/09/2024,North America,South Mitchellhaven,Ohio,Lesotho,36.99,3,07/09/2024,1721.7,1084.84,51.82
Apparel,Jacket,237.77,12,25/12/2024,Asia,South Kaylee,New Jersey,Lao People's Democratic Republic,16.13,3,26/12/2024,2853.24,2393.01,681.07
Apparel,Jacket,85.96,4,05/04/2023,South America,Jordanstad,West Virginia,Nepal,44.03,4,05/04/2023,343.84,192.45,-13.86
Electronics,Headphones,236.23,6,16/02/2024,Europe,East Robert,Georgia,Latvia,3.34,3,18/02/2024,1417.38,1370.04,519.61
Books,Self-Help Guide,62.43,14,05/08/2023,Europe,Michaelshire,Nebraska,Bangladesh,36.95,3,06/08/2023,874.02,551.07,26.66
Apparel,Jeans,448.11,18,30/06/2023,Europe,Matthewstad,Michigan,Turkey,49.07,2,01/07/2023,8065.98,4108,-731.58
Beauty,Face Cream,249.98,13,03/01/2024,Australia,Port Scottchester,Tennessee,Nauru,47.43,4,03/01/2024,3249.74,1708.39,-241.46
Apparel,Sweater,223.55,3,15/05/2023,Australia,North Karen,New York,Saint Lucia,12.7,5,15/05/2023,670.65,585.48,183.09
Books,Fiction Novel,494.47,5,06/06/2023,Europe,South Saraport,Rhode Island,Nicaragua,24.68,2,07/06/2023,2472.35,1862.17,378.76
Apparel,Shoes,282.62,1,31/08/2024,Asia,Ashleyberg,Virginia,Kiribati,21.05,4,03/09/2024,282.62,223.13,53.56
Beauty,Shampoo,231.59,11,26/04/2024,Asia,South Christinastad,New Mexico,United States Virgin Islands,8.98,5,29/04/2024,2547.49,2318.73,790.23
Home & Kitchen,Blender,60.68,19,25/05/2023,Australia,Lake Mathewport,Delaware,Serbia,46.75,3,25/05/2023,1152.92,613.93,-77.82
Home & Kitchen,Vacuum Cleaner,361.28,9,25/01/2023,South America,Orrburgh,Massachusetts,Haiti,40.95,2,26/01/2023,3251.52,1920.02,-30.89
Books,Children's Book,78.29,7,04/06/2024,Europe,Robinview,Ohio,Philippines,49.57,4,09/06/2024,548.03,276.37,-52.45
Books,Self-Help Guide,178.05,17,28/03/2023,North America,North Michael,Minnesota,Burundi,35.33,4,28/03/2023,3026.85,1957.46,141.35
Beauty,Nail Polish,105.85,20,02/11/2023,Australia,Rushfurt,Connecticut,British Virgin Islands,20.29,1,02/11/2023,2117,1687.46,417.26
Home & Kitchen,Coffee Maker,145.64,15,08/12/2024,Europe,New Joseph,New York,Ireland,1.87,3,10/12/2024,2184.6,2143.75,832.99
Home & Kitchen,Vacuum Cleaner,418.3,14,25/12/2023,South America,Reedton,Wisconsin,Sao Tome and Principe,34.81,1,25/12/2023,5856.2,3817.66,303.94
Home & Kitchen,Microwave,376.22,2,10/02/2024,Asia,Port Markfort,Delaware,Belgium,19.76,2,11/02/2024,752.44,603.76,152.29
Home & Kitchen,Coffee Maker,412.17,15,29/07/2023,Australia,Leonardville,Nebraska,Jordan,28.57,3,29/07/2023,6182.55,4416.2,706.67
Beauty,Lipstick,283.81,10,05/09/2023,Australia,Port Brittany,South Dakota,Cocos (Keeling) Islands,13.06,3,05/09/2023,2838.1,2467.44,764.58
Books,Biography,333.25,2,30/12/2024,Europe,Beckerfurt,Tennessee,Serbia,12.91,3,05/01/2025,666.5,580.45,180.55
Books,Fiction Novel,110.14,4,29/11/2023,South America,Cookhaven,Ohio,Poland,41.24,3,29/11/2023,440.56,258.87,-5.46
Electronics,Smartphone,499.01,16,31/07/2023,North America,Arellanofort,North Carolina,Iraq,36.17,3,03/08/2023,7984.16,5096.29,305.79
Books,Cookbook,7.04,15,07/03/2024,South America,Torresport,South Dakota,Saint Pierre and Miquelon,27.74,5,07/03/2024,105.6,76.31,12.95
Home & Kitchen,Vacuum Cleaner,384.59,12,08/07/2023,Europe,Lake Katherine,New Jersey,Christmas Island,15.92,3,11/07/2023,4615.08,3880.36,1111.31
Apparel,Jeans,94.38,2,28/11/2023,South America,North Allison,North Carolina,Zimbabwe,4.69,4,30/11/2023,188.76,179.91,66.65
Home & Kitchen,Cookware Set,460.6,20,30/08/2023,North America,Austinborough,Nebraska,Saint Pierre and Miquelon,19.48,4,02/09/2023,9212,7417.5,1890.3
Home & Kitchen,Vacuum Cleaner,126.85,12,16/12/2024,Australia,North Travis,Florida,United States Virgin Islands,38.8,1,17/12/2024,1522.2,931.59,18.27
Books,Cookbook,251.56,9,16/02/2023,Asia,Bowmanmouth,Oklahoma,Andorra,30.16,1,18/02/2023,2264.04,1581.21,222.78
Electronics,Laptop,51.68,14,14/07/2023,Asia,Port Jenniferville,Oklahoma,Latvia,0.43,2,16/07/2023,723.52,720.41,286.3
Beauty,Nail Polish,167.69,11,27/02/2023,North America,Thompsonville,Virginia,Bosnia and Herzegovina,38.59,1,03/03/2023,1844.59,1132.76,26.01
Apparel,T-Shirt,145.72,10,22/07/2023,Europe,South Lori,Virginia,British Virgin Islands,23.51,1,22/07/2023,1457.2,1114.61,240.29
Apparel,Jeans,490.76,1,22/06/2024,Asia,Smithfurt,Nevada,Djibouti,20,1,22/06/2024,490.76,392.61,98.15
Electronics,Laptop,65.39,18,02/09/2023,South America,Smithfurt,Maryland,Norway,33.07,5,04/09/2023,1177.02,787.78,81.57
Home & Kitchen,Blender,189.91,9,24/05/2023,South America,Branchberg,Idaho,Greece,16.88,4,25/05/2023,1709.19,1420.68,395.16
Beauty,Shampoo,464.93,6,21/03/2024,South America,Shelbyshire,Washington,Denmark,47.9,2,21/03/2024,2789.58,1453.37,-220.38
Beauty,Perfume,57.5,10,28/06/2024,Asia,Davidburgh,Pennsylvania,New Caledonia,2.31,2,29/06/2024,575,561.72,216.72
Beauty,Face Cream,165.15,12,19/01/2023,North America,Brandonmouth,Illinois,Guernsey,29.36,4,19/01/2023,1981.8,1399.94,210.86
Books,Self-Help Guide,19.29,14,26/05/2024,South America,West Latoyatown,Oregon,Somalia,34.79,2,30/05/2024,270.06,176.11,14.07
Home & Kitchen,Blender,232.82,1,14/09/2023,Europe,Lake Brandy,Connecticut,Mauritania,15.29,2,14/09/2023,232.82,197.22,57.53
Apparel,Shoes,355.31,15,13/05/2023,South America,Walkerberg,Montana,Brazil,44.1,5,16/05/2023,5329.65,2979.27,-218.52
Apparel,Jeans,242.53,11,05/09/2023,Europe,Sandrashire,Indiana,Ukraine,28.96,4,09/09/2023,2667.83,1895.23,294.53
Home & Kitchen,Coffee Maker,316.04,10,28/10/2023,Europe,Lake Mariechester,Michigan,Saudi Arabia,23.24,5,28/10/2023,3160.4,2425.92,529.68
Apparel,Jeans,138.31,2,16/02/2024,Australia,Carolside,California,Guyana,31.48,4,16/02/2024,276.62,189.54,23.57
Books,Self-Help Guide,330.71,20,28/05/2024,Europe,West Wanda,Pennsylvania,Tunisia,45.73,3,02/06/2024,6614.2,3589.53,-378.99
Beauty,Face Cream,168.07,4,26/09/2023,Australia,Castillofurt,Wyoming,Georgia,1.61,2,26/09/2023,672.28,661.46,258.09
Apparel,T-Shirt,26.7,12,22/12/2023,Europe,East Shannon,Kansas,United States Minor Outlying Islands,49.26,1,27/12/2023,320.4,162.57,-29.67
Books,Fiction Novel,313.07,2,18/10/2024,South America,Port Randyberg,Utah,Guinea,30.56,4,19/10/2024,626.14,434.79,59.11
Beauty,Face Cream,229.29,18,26/01/2024,North America,Colemanbury,Arkansas,Bahrain,43.31,2,26/01/2024,4127.22,2339.72,-136.61
Home & Kitchen,Coffee Maker,473.97,13,25/01/2024,Europe,Maxwellberg,Michigan,Lesotho,35.13,4,29/01/2024,6161.61,3997.04,300.07
Home & Kitchen,Cookware Set,499.91,8,10/06/2024,South America,Port Michellefurt,Montana,Congo,23.05,5,12/06/2024,3999.28,3077.45,677.88
Books,Fiction Novel,453.9,6,23/10/2023,North America,Nelsonstad,South Dakota,Spain,31.8,2,24/10/2023,2723.4,1857.36,223.32
Books,Cookbook,399.53,3,29/03/2024,Australia,East Diana,Pennsylvania,Hungary,44.6,5,29/03/2024,1198.59,664.02,-55.14
Books,Biography,69.01,18,05/11/2024,Europe,South Emma,Utah,Nigeria,16.43,3,07/11/2024,1242.18,1038.09,292.78
Apparel,Jacket,432.32,4,06/09/2024,Asia,New Davidtown,Massachusetts,Niue,47.29,1,07/09/2024,1729.28,911.5,-126.06
Home & Kitchen,Coffee Maker,401.77,5,26/09/2023,North America,Amyport,New Hampshire,British Virgin Islands,46.29,5,29/09/2023,2008.85,1078.95,-126.36
Apparel,Shoes,145.06,5,07/03/2023,Asia,Kimberlychester,Maryland,Central African Republic,20.93,3,10/03/2023,725.3,573.49,138.31
Apparel,Jacket,400.08,16,27/03/2024,South America,Greeneland,New Jersey,Cook Islands,25.41,4,29/03/2024,6401.28,4774.71,933.95
Beauty,Shampoo,373.18,14,05/02/2024,Australia,New Shannonland,Vermont,Rwanda,3.33,1,08/02/2024,5224.52,5050.54,1915.83
Books,Children's Book,275.84,9,26/11/2023,North America,East Shelley,Minnesota,Solomon Islands,10.31,5,27/11/2023,2482.56,2226.61,737.07
Apparel,Sweater,303.13,12,02/04/2023,Europe,Davidview,Georgia,Norway,48.15,2,02/04/2023,3637.56,1886.07,-296.46
Beauty,Shampoo,50.81,15,17/05/2024,Australia,West Matthew,Delaware,Rwanda,23.52,3,19/05/2024,762.15,582.89,125.6
Electronics,Headphones,131.31,20,28/01/2024,Australia,East Christopher,Tennessee,Cocos (Keeling) Islands,46.72,1,01/02/2024,2626.2,1399.24,-176.48
Beauty,Perfume,123.84,8,21/04/2024,Australia,Johnsonberg,Iowa,Peru,22.64,5,23/04/2024,990.72,766.42,171.99
Electronics,Headphones,386.58,17,14/11/2024,Australia,North Keithchester,South Dakota,French Polynesia,23.91,5,14/11/2024,6571.86,5000.53,1057.41
Electronics,Headphones,202.46,19,30/01/2023,Asia,North Carlos,Pennsylvania,Tanzania,6.8,1,30/01/2023,3846.74,3585.16,1277.12
Electronics,Laptop,15.15,15,07/09/2023,Europe,Lake Davidmouth,West Virginia,Norway,23.94,4,08/09/2023,227.25,172.85,36.5
Electronics,Tablet,108.07,2,09/03/2024,Australia,South Tinafort,California,Fiji,11.32,3,09/03/2024,216.14,191.67,61.99
Books,Cookbook,197.31,3,28/09/2024,Europe,Lauraland,Missouri,Palau,14.69,1,28/09/2024,591.93,504.98,149.82
Apparel,T-Shirt,204.19,11,04/05/2023,South America,North Michelleville,Delaware,Liechtenstein,0.56,5,06/05/2023,2246.09,2233.51,885.86
Apparel,Jacket,325.35,12,22/01/2023,Asia,Port Michaelshire,Pennsylvania,Cayman Islands,45.99,1,25/01/2023,3904.2,2108.66,-233.86
Electronics,Smartphone,477.44,2,21/06/2023,Asia,Gibsonmouth,Missouri,Nicaragua,15.28,1,22/06/2023,954.88,808.97,236.05
Apparel,Jacket,81.3,5,07/04/2024,Europe,Lopezmouth,Utah,Kuwait,32.52,2,11/04/2024,406.5,274.31,30.41
Electronics,Laptop,152.78,20,22/07/2023,South America,Port Madisonbury,Nevada,Saint Kitts and Nevis,32.32,4,23/07/2023,3055.6,2068.03,234.67
Apparel,Sweater,401.54,4,10/06/2023,Australia,New Paulhaven,Iowa,Trinidad and Tobago,36.75,3,11/06/2023,1606.16,1015.9,52.2
Beauty,Nail Polish,369.27,13,18/01/2023,Asia,West Stephaniefort,Delaware,Saint Pierre and Miquelon,47.25,1,19/01/2023,4800.51,2532.27,-348.04
Books,Cookbook,461.24,17,06/01/2024,South America,East Samantha,Idaho,Afghanistan,4.7,2,06/01/2024,7841.08,7472.55,2767.9
Home & Kitchen,Cookware Set,452.35,3,20/04/2023,South America,Thorntonstad,Louisiana,Portugal,30.84,3,21/04/2023,1357.05,938.54,124.31
Electronics,Headphones,303.74,11,09/05/2024,Asia,Jamesmouth,Pennsylvania,Solomon Islands,43.98,5,10/05/2024,3341.14,1871.71,-132.98
Beauty,Lipstick,182.73,10,04/08/2024,North America,Kimberlyfurt,Kansas,Thailand,41.97,3,04/08/2024,1827.3,1060.38,-36
Beauty,Nail Polish,52.58,14,09/09/2023,Australia,Jonesfurt,Iowa,South Georgia and the South Sandwich Islands,11.48,5,09/09/2023,736.12,651.61,209.94
Books,Self-Help Guide,186.89,13,27/08/2023,North America,New Jasonberg,Maryland,Tanzania,40.47,3,01/09/2023,2429.57,1446.32,-11.42
Books,Biography,103.94,1,25/12/2024,South America,Port Sallybury,Utah,Kuwait,20.59,2,29/12/2024,103.94,82.54,20.17
Electronics,Smartphone,225.49,6,20/11/2024,South America,New Ronaldbury,Oregon,Denmark,45.62,4,23/11/2024,1352.94,735.73,-76.04
Electronics,Smartwatch,197.1,9,05/05/2023,Australia,Port Joyce,Rhode Island,San Marino,9.24,4,06/05/2023,1773.9,1609.99,545.65
Beauty,Nail Polish,137.9,3,31/01/2023,Asia,South Robert,Virginia,Nigeria,11.73,1,06/02/2023,413.7,365.17,116.95
Beauty,Nail Polish,302.17,14,11/09/2023,North America,Brianshire,Utah,French Southern Territories,15.63,1,11/09/2023,4230.38,3569.17,1030.94
Books,Self-Help Guide,49.66,4,03/08/2023,Australia,North Bruce,Nebraska,Djibouti,45.09,4,05/08/2023,198.64,109.07,-10.11
